Org Defined ID,UserName,FirstName,LastName,Attempt #,Score,Out Of,Attempt_Start,Attempt_End,Percent
14460432,au9747cp,Jericho,Greer,1,9,20,2019-02-01 15:43:00,2019-02-01 15:47:00,45 %
14460432,au9747cp,Jericho,Greer,2,19,20,2019-02-03 15:02:00,2019-02-03 15:10:00,95 %
14460432,au9747cp,Jericho,Greer,3,12,20,2019-02-04 15:29:00,2019-02-04 15:35:00,60 %
14460432,au9747cp,Jericho,Greer,4,6,20,2019-02-27 15:39:00,2019-02-27 15:49:00,30 %
14460432,au9747cp,Jericho,Greer,5,6,20,2019-02-28 15:51:00,2019-02-28 15:59:00,30 %
14460432,au9747cp,Jericho,Greer,6,10,20,2019-03-01 15:03:00,2019-03-01 15:10:00,50 %
14460432,au9747cp,Jericho,Greer,7,13,20,2019-03-01 15:49:00,2019-03-01 15:55:00,65 %
14460432,au9747cp,Jericho,Greer,1,18,20,2019-02-01 15:27:00,2019-02-01 15:33:00,90 %
14460432,au9747cp,Jericho,Greer,2,20,20,2019-02-04 15:57:00,2019-02-04 16:02:00,100 %
14460432,au9747cp,Jericho,Greer,1,11,20,2019-02-03 15:48:00,2019-02-03 15:53:00,55 %
14460432,au9747cp,Jericho,Greer,2,12,20,2019-02-28 15:31:00,2019-02-28 15:40:00,60 %
14460432,au9747cp,Jericho,Greer,3,14,20,2019-02-28 15:33:00,2019-02-28 15:43:00,70 %
14460432,au9747cp,Jericho,Greer,4,10,20,2019-02-28 15:57:00,2019-02-28 16:05:00,50 %
14460432,au9747cp,Jericho,Greer,1,16,20,2019-02-03 15:49:00,2019-02-03 15:59:00,80 %
14460432,au9747cp,Jericho,Greer,2,8,20,2019-02-28 15:10:00,2019-02-28 15:17:00,40 %
14460432,au9747cp,Jericho,Greer,3,8,20,2019-02-28 15:12:00,2019-02-28 15:20:00,40 %
14460432,au9747cp,Jericho,Greer,4,6,20,2019-02-28 15:13:00,2019-02-28 15:19:00,30 %
14460432,au9747cp,Jericho,Greer,1,11,20,2019-02-01 15:26:00,2019-02-01 15:36:00,55 %
13114642,qe3386ba,Willard,Kafka,2,18,20,2019-02-01 15:28:00,2019-02-01 15:34:00,90 %
13114642,qe3386ba,Willard,Kafka,3,4,20,2019-02-01 15:29:00,2019-02-01 15:33:00,20 %
