Org Defined ID,UserName,FirstName,LastName,Attempt #,Score,Out Of,Attempt_Start,Attempt_End,Percent
14460432,au9747cp,Jericho,Greer,1,5,20,2019-02-24 15:37:00,2019-02-24 15:39:00,25 %
14460432,au9747cp,Jericho,Greer,2,5,20,2019-02-24 15:42:00,2019-02-24 15:47:00,25 %
14460432,au9747cp,Jericho,Greer,3,1,20,2019-02-24 15:48:00,2019-02-24 15:58:00,5 %
14460432,au9747cp,Jericho,Greer,4,17,20,2019-02-26 15:53:00,2019-02-26 16:02:00,85 %
14460432,au9747cp,Jericho,Greer,5,2,20,2019-02-27 15:33:00,2019-02-27 15:40:00,10 %
14460432,au9747cp,Jericho,Greer,6,13,20,2019-02-28 15:55:00,2019-02-28 16:02:00,65 %
14460432,au9747cp,Jericho,Greer,7,17,20,2019-03-01 15:05:00,2019-03-01 15:15:00,85 %
14460432,au9747cp,Jericho,Greer,8,14,20,2019-03-01 15:08:00,2019-03-01 15:12:00,70 %
14460432,au9747cp,Jericho,Greer,1,3,20,2019-02-24 15:31:00,2019-02-24 15:39:00,15 %
14460432,au9747cp,Jericho,Greer,1,15,20,2019-02-26 15:36:00,2019-02-26 15:42:00,75 %
14460432,au9747cp,Jericho,Greer,1,18,20,2019-02-24 15:34:00,2019-02-24 15:44:00,90 %
14460432,au9747cp,Jericho,Greer,2,13,20,2019-02-24 15:38:00,2019-02-24 15:48:00,65 %
14460432,au9747cp,Jericho,Greer,3,17,20,2019-02-26 15:05:00,2019-02-26 15:06:00,85 %
14460432,au9747cp,Jericho,Greer,4,17,20,2019-02-28 15:37:00,2019-02-28 15:43:00,85 %
14460432,au9747cp,Jericho,Greer,5,19,20,2019-02-28 15:00:00,2019-02-28 15:10:00,95 %
14460432,au9747cp,Jericho,Greer,6,1,20,2019-02-28 15:03:00,2019-02-28 15:13:00,5 %
14460432,au9747cp,Jericho,Greer,1,9,20,2019-02-24 15:16:00,2019-02-24 15:24:00,45 %
14460432,au9747cp,Jericho,Greer,2,6,20,2019-02-24 15:27:00,2019-02-24 15:33:00,30 %
13114642,qe3386ba,Willard,Kafka,3,20,20,2019-02-24 15:44:00,2019-02-24 15:47:00,100 %
13114642,qe3386ba,Willard,Kafka,4,13,20,2019-02-24 15:48:00,2019-02-24 15:54:00,65 %
13114642,qe3386ba,Willard,Kafka,5,18,20,2019-02-28 15:24:00,2019-02-28 15:26:00,90 %
13114642,qe3386ba,Willard,Kafka,1,11,20,2019-02-22 15:03:00,2019-02-22 15:10:00,55 %
13114642,qe3386ba,Willard,Kafka,2,4,20,2019-02-24 15:57:00,2019-02-24 15:59:00,20 %
13114642,qe3386ba,Willard,Kafka,3,13,20,2019-02-24 15:01:00,2019-02-24 15:11:00,65 %
13114642,qe3386ba,Willard,Kafka,4,1,20,2019-02-28 15:44:00,2019-02-28 15:52:00,5 %
13114642,qe3386ba,Willard,Kafka,5,17,20,2019-03-01 15:40:00,2019-03-01 15:42:00,85 %
13114642,qe3386ba,Willard,Kafka,1,6,20,2019-02-22 15:43:00,2019-02-22 15:48:00,30 %
13114642,qe3386ba,Willard,Kafka,2,3,20,2019-02-22 15:49:00,2019-02-22 15:53:00,15 %
13114642,qe3386ba,Willard,Kafka,3,8,20,2019-02-22 15:52:00,2019-02-22 15:59:00,40 %
13114642,qe3386ba,Willard,Kafka,4,14,20,2019-02-23 15:23:00,2019-02-23 15:31:00,70 %
13114642,qe3386ba,Willard,Kafka,5,7,20,2019-02-27 15:36:00,2019-02-27 15:44:00,35 %
13114642,qe3386ba,Willard,Kafka,6,12,20,2019-02-27 15:41:00,2019-02-27 15:44:00,60 %
13114642,qe3386ba,Willard,Kafka,7,14,20,2019-02-27 15:44:00,2019-02-27 15:52:00,70 %
13114642,qe3386ba,Willard,Kafka,8,13,20,2019-02-27 15:08:00,2019-02-27 15:15:00,65 %
13114642,qe3386ba,Willard,Kafka,1,16,20,2019-02-23 15:15:00,2019-02-23 15:22:00,80 %
13114642,qe3386ba,Willard,Kafka,2,1,20,2019-02-24 15:53:00,2019-02-24 16:03:00,5 %
13114642,qe3386ba,Willard,Kafka,3,5,20,2019-02-24 15:59:00,2019-02-24 16:04:00,25 %
14819010,kx3806uj,Ross,Galbreath,4,9,20,2019-02-28 15:47:00,2019-02-28 15:49:00,45 %
14819010,kx3806uj,Ross,Galbreath,1,1,20,2019-02-24 15:25:00,2019-02-24 15:34:00,5 %
14819010,kx3806uj,Ross,Galbreath,2,2,20,2019-02-24 15:53:00,2019-02-24 15:56:00,10 %
14819010,kx3806uj,Ross,Galbreath,3,11,20,2019-02-24 15:59:00,2019-02-24 16:02:00,55 %
14819010,kx3806uj,Ross,Galbreath,4,3,20,2019-02-27 15:55:00,2019-02-27 16:04:00,15 %
14819010,kx3806uj,Ross,Galbreath,5,13,20,2019-02-27 15:58:00,2019-02-27 16:07:00,65 %
14819010,kx3806uj,Ross,Galbreath,6,17,20,2019-02-28 15:12:00,2019-02-28 15:15:00,85 %
14819010,kx3806uj,Ross,Galbreath,7,18,20,2019-02-28 15:15:00,2019-02-28 15:22:00,90 %
14819010,kx3806uj,Ross,Galbreath,1,14,20,2019-02-23 15:21:00,2019-02-23 15:30:00,70 %
14819010,kx3806uj,Ross,Galbreath,2,9,20,2019-02-24 15:09:00,2019-02-24 15:15:00,45 %
14819010,kx3806uj,Ross,Galbreath,3,12,20,2019-02-24 15:52:00,2019-02-24 15:54:00,60 %
14819010,kx3806uj,Ross,Galbreath,4,9,20,2019-02-24 15:34:00,2019-02-24 15:38:00,45 %
14819010,kx3806uj,Ross,Galbreath,5,9,20,2019-02-27 15:06:00,2019-02-27 15:10:00,45 %
14819010,kx3806uj,Ross,Galbreath,1,6,20,2019-02-24 15:01:00,2019-02-24 15:03:00,30 %
14819010,kx3806uj,Ross,Galbreath,2,16,20,2019-02-24 15:06:00,2019-02-24 15:11:00,80 %
14819010,kx3806uj,Ross,Galbreath,3,10,20,2019-02-24 15:10:00,2019-02-24 15:14:00,50 %
14819010,kx3806uj,Ross,Galbreath,4,9,20,2019-02-24 15:42:00,2019-02-24 15:45:00,45 %
14819010,kx3806uj,Ross,Galbreath,5,13,20,2019-02-27 15:01:00,2019-02-27 15:03:00,65 %
17802189,ee7746ti,Ben,Aug,6,12,20,2019-02-28 15:39:00,2019-02-28 15:40:00,60 %
17802189,ee7746ti,Ben,Aug,7,1,20,2019-02-28 15:01:00,2019-02-28 15:11:00,5 %
17802189,ee7746ti,Ben,Aug,1,17,20,2019-02-28 15:04:00,2019-02-28 15:08:00,85 %
17802189,ee7746ti,Ben,Aug,2,19,20,2019-02-28 15:25:00,2019-02-28 15:27:00,95 %
17802189,ee7746ti,Ben,Aug,3,19,20,2019-02-28 15:40:00,2019-02-28 15:44:00,95 %
17802189,ee7746ti,Ben,Aug,4,10,20,2019-02-28 15:07:00,2019-02-28 15:17:00,50 %
17802189,ee7746ti,Ben,Aug,5,8,20,2019-03-06 15:42:00,2019-03-06 15:50:00,40 %
17802189,ee7746ti,Ben,Aug,1,17,20,2019-02-24 15:39:00,2019-02-24 15:46:00,85 %
17802189,ee7746ti,Ben,Aug,2,11,20,2019-02-24 15:03:00,2019-02-24 15:06:00,55 %
17802189,ee7746ti,Ben,Aug,3,19,20,2019-02-26 15:53:00,2019-02-26 16:03:00,95 %
17802189,ee7746ti,Ben,Aug,4,6,20,2019-02-27 15:42:00,2019-02-27 15:47:00,30 %
17802189,ee7746ti,Ben,Aug,5,4,20,2019-02-27 15:54:00,2019-02-27 15:58:00,20 %
17802189,ee7746ti,Ben,Aug,6,10,20,2019-02-28 15:26:00,2019-02-28 15:33:00,50 %
17802189,ee7746ti,Ben,Aug,1,20,20,2019-02-24 15:50:00,2019-02-24 15:51:00,100 %
17802189,ee7746ti,Ben,Aug,2,15,20,2019-02-24 15:55:00,2019-02-24 16:01:00,75 %
17802189,ee7746ti,Ben,Aug,3,11,20,2019-02-24 15:58:00,2019-02-24 16:01:00,55 %
17802189,ee7746ti,Ben,Aug,4,18,20,2019-02-27 15:58:00,2019-02-27 16:07:00,90 %
17802189,ee7746ti,Ben,Aug,5,11,20,2019-02-27 15:49:00,2019-02-27 15:51:00,55 %
