Org Defined ID,UserName,FirstName,LastName,Attempt #,Score,Out Of,Attempt_Start,Attempt_End,Percent
14460432,au9747cp,Jericho,Greer,1,10,20,2019-01-28 15:26:00,2019-01-28 15:30:00,50 %
14460432,au9747cp,Jericho,Greer,1,19,20,2019-01-27 15:25:00,2019-01-27 15:34:00,95 %
14460432,au9747cp,Jericho,Greer,2,11,20,2019-01-27 15:29:00,2019-01-27 15:33:00,55 %
14460432,au9747cp,Jericho,Greer,3,9,20,2019-01-27 15:37:00,2019-01-27 15:38:00,45 %
14460432,au9747cp,Jericho,Greer,4,3,20,2019-01-27 15:43:00,2019-01-27 15:49:00,15 %
14460432,au9747cp,Jericho,Greer,5,8,20,2019-01-27 15:46:00,2019-01-27 15:50:00,40 %
14460432,au9747cp,Jericho,Greer,6,15,20,2019-01-27 15:48:00,2019-01-27 15:49:00,75 %
14460432,au9747cp,Jericho,Greer,7,9,20,2019-01-28 15:37:00,2019-01-28 15:41:00,45 %
14460432,au9747cp,Jericho,Greer,8,17,20,2019-01-28 15:46:00,2019-01-28 15:53:00,85 %
14460432,au9747cp,Jericho,Greer,9,4,20,2019-01-28 15:25:00,2019-01-28 15:27:00,20 %
14460432,au9747cp,Jericho,Greer,10,13,20,2019-01-28 15:32:00,2019-01-28 15:33:00,65 %
14460432,au9747cp,Jericho,Greer,11,13,20,2019-01-28 15:34:00,2019-01-28 15:37:00,65 %
14460432,au9747cp,Jericho,Greer,12,11,20,2019-01-28 15:40:00,2019-01-28 15:43:00,55 %
14460432,au9747cp,Jericho,Greer,13,4,20,2019-01-28 15:48:00,2019-01-28 15:53:00,20 %
14460432,au9747cp,Jericho,Greer,14,3,20,2019-01-28 15:49:00,2019-01-28 15:52:00,15 %
14460432,au9747cp,Jericho,Greer,15,1,20,2019-01-28 15:50:00,2019-01-28 15:58:00,5 %
14460432,au9747cp,Jericho,Greer,16,17,20,2019-02-27 15:36:00,2019-02-27 15:42:00,85 %
14460432,au9747cp,Jericho,Greer,17,9,20,2019-02-28 15:55:00,2019-02-28 16:03:00,45 %
