Org Defined ID,UserName,FirstName,LastName,Attempt #,Score,Out Of,Attempt_Start,Attempt_End,Percent
15135961,wd8670of,McKinley,Sabina,6,9,20,2019-02-24 11:01:00,2019-02-24 11:04:00,45 %
15135961,wd8670of,McKinley,Sabina,7,13,20,2019-02-25 11:59:00,2019-02-25 12:06:00,65 %
15135961,wd8670of,McKinley,Sabina,8,18,20,2019-02-26 11:15:00,2019-02-26 11:23:00,90 %
15135961,wd8670of,McKinley,Sabina,9,8,20,2019-02-27 11:40:00,2019-02-27 11:50:00,40 %
15135961,wd8670of,McKinley,Sabina,10,6,20,2019-02-27 11:55:00,2019-02-27 12:04:00,30 %
15135961,wd8670of,McKinley,Sabina,11,6,20,2019-02-28 11:56:00,2019-02-28 12:02:00,30 %
15135961,wd8670of,McKinley,Sabina,12,7,20,2019-02-28 11:24:00,2019-02-28 11:29:00,35 %
15135961,wd8670of,McKinley,Sabina,13,15,20,2019-03-01 11:02:00,2019-03-01 11:11:00,75 %
15135961,wd8670of,McKinley,Sabina,14,12,20,2019-03-01 11:58:00,2019-03-01 12:02:00,60 %
15135961,wd8670of,McKinley,Sabina,1,18,20,2019-02-22 11:37:00,2019-02-22 11:38:00,90 %
15135961,wd8670of,McKinley,Sabina,2,13,20,2019-02-22 11:51:00,2019-02-22 11:53:00,65 %
15135961,wd8670of,McKinley,Sabina,3,7,20,2019-02-22 11:01:00,2019-02-22 11:05:00,35 %
10390950,el1287vv,Frau,Angelica,4,8,20,2019-02-24 11:57:00,2019-02-24 12:06:00,40 %
10390950,el1287vv,Frau,Angelica,5,12,20,2019-03-01 11:17:00,2019-03-01 11:27:00,60 %
10390950,el1287vv,Frau,Angelica,6,7,20,2019-03-01 11:31:00,2019-03-01 11:34:00,35 %
10390950,el1287vv,Frau,Angelica,1,3,20,2019-02-23 11:50:00,2019-02-23 11:56:00,15 %
10390950,el1287vv,Frau,Angelica,2,16,20,2019-02-25 11:35:00,2019-02-25 11:42:00,80 %
10390950,el1287vv,Frau,Angelica,3,14,20,2019-02-27 11:51:00,2019-02-27 11:58:00,70 %
10390950,el1287vv,Frau,Angelica,4,3,20,2019-02-28 11:07:00,2019-02-28 11:13:00,15 %
10390950,el1287vv,Frau,Angelica,5,8,20,2019-02-28 11:29:00,2019-02-28 11:30:00,40 %
10390950,el1287vv,Frau,Angelica,6,7,20,2019-02-28 11:49:00,2019-02-28 11:58:00,35 %
10390950,el1287vv,Frau,Angelica,7,9,20,2019-03-01 11:32:00,2019-03-01 11:34:00,45 %
19846151,wf4016jq,Scotsman,McCluskey,1,8,20,2019-02-24 11:32:00,2019-02-24 11:42:00,40 %
19846151,wf4016jq,Scotsman,McCluskey,2,16,20,2019-02-24 11:43:00,2019-02-24 11:45:00,80 %
19846151,wf4016jq,Scotsman,McCluskey,3,4,20,2019-02-24 11:47:00,2019-02-24 11:52:00,20 %
19846151,wf4016jq,Scotsman,McCluskey,4,1,20,2019-02-24 11:02:00,2019-02-24 11:05:00,5 %
19846151,wf4016jq,Scotsman,McCluskey,5,2,20,2019-02-27 11:51:00,2019-02-27 11:59:00,10 %
19846151,wf4016jq,Scotsman,McCluskey,6,15,20,2019-03-01 11:16:00,2019-03-01 11:26:00,75 %
19846151,wf4016jq,Scotsman,McCluskey,1,16,20,2019-03-01 11:17:00,2019-03-01 11:18:00,80 %
19846151,wf4016jq,Scotsman,McCluskey,2,20,20,2019-03-01 11:33:00,2019-03-01 11:38:00,100 %
19846151,wf4016jq,Scotsman,McCluskey,1,11,20,2019-02-23 11:29:00,2019-02-23 11:36:00,55 %
19846151,wf4016jq,Scotsman,McCluskey,2,14,20,2019-02-23 11:34:00,2019-02-23 11:43:00,70 %
19846151,wf4016jq,Scotsman,McCluskey,3,8,20,2019-02-25 11:25:00,2019-02-25 11:32:00,40 %
19846151,wf4016jq,Scotsman,McCluskey,4,15,20,2019-02-25 11:28:00,2019-02-25 11:34:00,75 %
18630821,ct6978kd,Ekstrom,Czech,5,9,20,2019-02-25 11:30:00,2019-02-25 11:32:00,45 %
18630821,ct6978kd,Ekstrom,Czech,6,11,20,2019-02-25 11:32:00,2019-02-25 11:35:00,55 %
18630821,ct6978kd,Ekstrom,Czech,7,10,20,2019-02-27 11:54:00,2019-02-27 12:02:00,50 %
18630821,ct6978kd,Ekstrom,Czech,1,3,20,2019-02-22 11:01:00,2019-02-22 11:05:00,15 %
18630821,ct6978kd,Ekstrom,Czech,2,8,20,2019-02-27 11:58:00,2019-02-27 12:05:00,40 %
18630821,ct6978kd,Ekstrom,Czech,3,17,20,2019-03-01 11:57:00,2019-03-01 11:59:00,85 %
