Org Defined ID,UserName,FirstName,LastName,Attempt #,Score,Out Of,Attempt_Start,Attempt_End,Percent
15135961,wd8670of,McKinley,Sabina,1,14,20,2019-02-03 15:47:00,2019-02-03 15:49:00,70 %
15135961,wd8670of,McKinley,Sabina,2,4,20,2019-02-28 15:01:00,2019-02-28 15:02:00,20 %
15135961,wd8670of,McKinley,Sabina,4,10,20,2019-02-03 11:44:00,2019-02-03 11:51:00,50 %
15135961,wd8670of,McKinley,Sabina,5,18,20,2019-02-03 11:50:00,2019-02-03 11:57:00,90 %
15135961,wd8670of,McKinley,Sabina,6,1,20,2019-02-04 11:39:00,2019-02-04 11:41:00,5 %
15135961,wd8670of,McKinley,Sabina,7,3,20,2019-02-04 11:48:00,2019-02-04 11:49:00,15 %
15135961,wd8670of,McKinley,Sabina,8,3,20,2019-02-28 11:48:00,2019-02-28 11:55:00,15 %
15135961,wd8670of,McKinley,Sabina,9,12,20,2019-02-28 11:41:00,2019-02-28 11:43:00,60 %
15135961,wd8670of,McKinley,Sabina,10,2,20,2019-02-28 11:11:00,2019-02-28 11:20:00,10 %
15135961,wd8670of,McKinley,Sabina,11,11,20,2019-03-01 11:57:00,2019-03-01 12:03:00,55 %
15135961,wd8670of,McKinley,Sabina,1,1,20,2019-02-01 11:00:00,2019-02-01 11:09:00,5 %
15135961,wd8670of,McKinley,Sabina,2,12,20,2019-02-04 11:43:00,2019-02-04 11:45:00,60 %
15135961,wd8670of,McKinley,Sabina,3,16,20,2019-02-04 11:45:00,2019-02-04 11:48:00,80 %
15135961,wd8670of,McKinley,Sabina,4,5,20,2019-02-27 11:48:00,2019-02-27 11:49:00,25 %
10390950,el1287vv,Frau,Angelica,5,13,20,2019-03-01 11:14:00,2019-03-01 11:21:00,65 %
10390950,el1287vv,Frau,Angelica,1,14,20,2019-02-02 11:00:00,2019-02-02 11:01:00,70 %
10390950,el1287vv,Frau,Angelica,2,9,20,2019-02-28 11:51:00,2019-02-28 12:01:00,45 %
10390950,el1287vv,Frau,Angelica,3,19,20,2019-02-28 11:16:00,2019-02-28 11:24:00,95 %
10390950,el1287vv,Frau,Angelica,4,6,20,2019-02-28 11:40:00,2019-02-28 11:44:00,30 %
10390950,el1287vv,Frau,Angelica,5,19,20,2019-03-01 11:28:00,2019-03-01 11:35:00,95 %
10390950,el1287vv,Frau,Angelica,1,1,20,2019-02-03 11:46:00,2019-02-03 11:51:00,5 %
10390950,el1287vv,Frau,Angelica,2,16,20,2019-02-03 11:50:00,2019-02-03 11:56:00,80 %
10390950,el1287vv,Frau,Angelica,3,11,20,2019-02-03 11:51:00,2019-02-03 11:58:00,55 %
10390950,el1287vv,Frau,Angelica,4,9,20,2019-03-01 11:59:00,2019-03-01 12:08:00,45 %
19846151,wf4016jq,Scotsman,McCluskey,5,6,20,2019-03-01 11:02:00,2019-03-01 11:05:00,30 %
19846151,wf4016jq,Scotsman,McCluskey,1,19,20,2019-03-01 11:51:00,2019-03-01 11:56:00,95 %
19846151,wf4016jq,Scotsman,McCluskey,2,6,20,2019-03-01 11:56:00,2019-03-01 12:01:00,30 %
19846151,wf4016jq,Scotsman,McCluskey,1,11,20,2019-02-03 11:41:00,2019-02-03 11:46:00,55 %
19846151,wf4016jq,Scotsman,McCluskey,2,11,20,2019-02-04 11:09:00,2019-02-04 11:12:00,55 %
19846151,wf4016jq,Scotsman,McCluskey,3,16,20,2019-03-01 11:45:00,2019-03-01 11:52:00,80 %
19846151,wf4016jq,Scotsman,McCluskey,1,2,20,2019-02-04 11:07:00,2019-02-04 11:17:00,10 %
19846151,wf4016jq,Scotsman,McCluskey,2,9,20,2019-03-01 11:53:00,2019-03-01 11:58:00,45 %
